listing_id,listing_name,listing_description,neighbourhood_overview,property_type,room_type,accommodates,bathrooms,bedrooms,beds,minimum_nights,maximum_nights,review_scores_rating,review_scores_accuracy,review_scores_cleanliness,review_scores_checkin,review_scores_communication,review_scores_value,instant_bookable,license
41134051,Nice Room- Lush Neighboorhood- 2min walk to Water,"Older style 3 bedroom duplex unit in Cammeray. Beautiful , quiet location close to buses , waterfront parks, nature walk trails and walk to Cammeray shops.<br /><br />Features : 1 bedrooms / kitchen / 1 bathroom (separate toilet) / large living space (2 living rooms) / balcony/ <br />front garden<br /><br />Close to Express morning buses to the city (5 minutes walk and takes 15mins by bus).",Lush and green quiet neighbourhood. Nature walk trails and close to the water. A number of parks and also close to hub in neutral bay,Private room in townhouse,Private room,1,1.5,1,1,90,1125,5,5,4,5,5,4,FALSE,
42024476,"Hip Inner City Haven, 15 mins to Sydney CBD","Beautiful, Tranquil  Inner City Sydney Apartment:<br />+ 15 minutes travel to Sydney CBD <br />+ Walk to many hip creative areas<br />+ Modern, spacious and stylishly appointed <br />+ Large balcony and peaceful outlook <br />+ 2 pools/gyms onsite<br />+ Secure off-street parking onsite if required<br /><br />Walking Distance to:<br />+ Cafes, bars, restaurants and shopping<br />+ Markets, galleries, parks and harbour foreshore <br />+ Supermarkets and corner store  <br />+ Bus stop at doorstep<br />+ Sydney University<br />+ RPA Hospital","Situated in a quiet leafy area within a 5-20 minute walk from the apartment you'll find some of Sydney's trendiest creative area's such as; Camperdown, Newtown, Glebe, Annandale and Forest Lodge. <br /><br />Take advantage of nearby local cafes,  restaurants, bars, live music, galleries, markets and shopping that come with inner city living. <br />  <br />There's a great walking track and parklands behind the back of the apartment that will take you to Blackwattle Bay and the Sydney Harbour Foreshore where you can enjoy everything from walking around the bay to picnics and visiting the fish markets and more. <br /><br />Overlooking Orphans Creek lush green bush, Camperdown and the neighbouring suburbs mentioned above provide a remarkable contrast in styles. The location makes Camperdown a highly desirable area.",Private room in rental unit,Private room,1,1,1,1,90,1125,5,5,5,5,5,5,FALSE,PID-STRA-26165
21145581,Beach Pad Life Maroubra Beach. Actual Sea View.,"Top floor north facing sunny spacious apartment. <br />Uninterrupted views over Maroubra Beach & the surrounding areas<br />Backs onto parkland Coastal walk in both directions to Bondi Beach & Little Bay Malabar right at your feet. <br />Bus stop at the door to city CBD, Circular Quey, Central Station & Bondi. Walk to the beach & local village cafes in less than 5 mins. <br />Woolworths, chemist, organic foods & bottle store only 3 mins walk. <br />Beach side living in a beach pad.<br />Bedroom suitable for 1 or a couple","Maroubra Beach & all eastern suburbs beaches are only a quick bus ride away easy coastal walk starting at the end of our street all the way to Bondi Beach or La Perouse. <br />Bus stop at the front of building. <br />Organic fruit store, Woolworths, Chemist, gym, amenities all only a few short minutes walk away.",Private room in rental unit,Private room,1,1,1,1,90,90,5,5,4.8,5,5,4.8,FALSE,
1.08682E+18,Pro room in 5BR close to station,"The room is small, comes with a single bed and table/chair to keep you working from home. <br />Bathroom is shared with 3 other rooms upstairs. <br />Your room has a ceiling fan and a wardrobe",,Private room in home,Private room,1,,,,4,365,5,5,5,5,5,5,FALSE,PID-STRA-62143
1.0157E+18,Cosmopolitan Garden Escape,"This cozy and stylish apartment is located in Elizabeth Bay. Rushcutters Park, with its leafy surroundings and birdlife, is just a stone's throw away. <br /><br />The bustling Kings Cross, with its train station and buses, is just a 8-minute walk, and the city and beaches are in close proximity. The vibrant street life with stylish cafes and restaurants in Darlinghurst and Potts Point is literally around the corner. <br /><br />It's the best location in town!","It's a quiet neighbourhood with little traffic, where you can actually feel close to nature, thanks to all the greenery. <br /><br />Grab a coffee at the local cafe just outside the building and go for a morning stroll along Rushcutters Bay Park around the waters edge where you will be greeted with an amazing view of the Harbour Bridge. <br /><br />Walk down to Beare Park and go for a dip in the bay to reinvigorate yourself  or treat yourself to some breakfast at the marina. <br /><br />On the weekends, walk up the road and visit the Kings Cross Markets - peruse the local friendly vendors which include artisan baked goods, food and coffee stalls and local crafts. <br /><br />From there the local transport (trains and buses) will get you to any destination around Sydney. Only one stop to the city and two stops to Bondi.",Private room in rental unit,Private room,1,1,1,1,3,365,5,5,5,5,5,4.45,TRUE,PID-STRA-58900
34723220,Large & Sunny Art Filled Apt In Quiet Location,"A big top floor secure unit in a quiet leafy block. Lots of light and airflow from the 2x balconies off both the lounge-room and the dining room. <br />Your room is large with QS bed and large built in wardrobe (see pic) <br />Also an office room for you to work if needed (see pic)<br />Your own bathroom with shower & bath.<br /> Your own LUG,  if you have a car.<br />Close to Bay, Parks, Shops, Bus Stops, Ferry.<br /> Only 15 mins from Sydney CBD by bus or car.","Close to City, Balmain, Water, Bus Stop, Shops, Ferry, Parks",Private room in rental unit,Private room,1,1,1,1,90,90,5,5,5,5,5,5,FALSE,
9.92289E+17,Newly Renovated Private Guest Room and Ensuite!,"The room features a double bed, bed-side tables, built-in wardrobe with drawers and private access to a newly renovated ensuite.  You'll also have access to all the amenities of the unit, including a frontload washer and dryer, fridge, smart TV, and fully equipped kitchen with dishwasher. <br /><br />The unit is located in a quiet and safe residential neighbourhood, with close proximity to local shopping malls and sporting facilities. There are also great public transport links to the City and the beach.","Lane Cove North is a leafy and affluent suburb on the North Shore of Sydney, Australia. It is known for its safe and quiet streets, its proximity to the city and the beach, and its excellent public transport links.<br /><br />Lane Cove North is a great place to stay for visitors to Sydney, as it offers a mix of the best of both worlds: a relaxed and suburban lifestyle, with all the convenience of being close to the city.<br /><br />Safe and quiet streets: Lane Cove North is a very safe and quiet suburb, with low crime rates and friendly locals.<br /><br />Variety of amenities: Lane Cove North has a variety of amenities to offer visitors, including shops, restaurants, cafes, parks, and sporting facilities.<br /><br />Family-friendly: Lane Cove North is a popular suburb for families, with good schools, parks, and playgrounds.",Private room in rental unit,Private room,1,,,,28,180,5,5,5,4.75,5,5,FALSE,PID-STRA-57120
1.0168E+18,近一切的华人老区 小香港 单间出租，女性为佳，需要与女owner share bathroom,"hv good location apt. (Westfield) Studio, address: 25 Park Road, Hurstville, NSW 2220,<br />Need to share bathroom with female owner share bathroom, fr 17 May 2024 start, can rent long, short term, non honest do not disturb, thank you, 6 months or over $350/w,<br />Fully furnished, baggage check in, pack network, bill (hope not waste). keep quiet and clean please<br />swimming pool, gym, steam room.<br /><br />This centrally located place is a peaceful escape and brings you back to the simple life.",,Private room in rental unit,Private room,1,,,,3,365,5,5,5,5,5,5,FALSE,Exempt
28079568,Mosman private room,"Two single bedrooms in beautiful apartment with use of kitchen and laundry - <br />Right on transport to CBD, Chatswood and Manly <br />10 min walk to Balmoral and Mosman Village<br />Verandah with Harbour views",Balmoral Beach<br />Mosman village<br />Ferry<br />Zoo<br />Beautiful harbour <br />Cafes / Restaurants / pubs / wine bar,Private room in rental unit,Private room,1,1,2,2,2,1125,5,5,5,5,5,5,FALSE,PID-STRA-45583
1.05464E+18,Bright & Spacious Beachside Flat,"Coastal charm meets urban ease! Short stroll to beach, parks nearby. Minutes to vibrant Coogee Beach, strip with bars and restaurants, where  you can explore diverse culinary delights or sip a drink at a nearby establishment—all within minutes from your peaceful retreat. Spacious, bright apartment—fully equipped, nestled in quiet greenery. Your ideal retreat— Bright and spacious seaside living.",,Private room in rental unit,Private room,1,,,,3,70,5,5,5,5,5,5,FALSE,PID-STRA-62044
1.18098E+18,Welcome to Our Cozy Home - Female Guests Only,"Welcome to Our Cozy Home - Female Guests Only<br /><br />Our house is a family-friendly environment, perfect for women who are tourists, on business, or studying and seeking tranquility and comfort. Located in a quiet and safe neighborhood, our property offers all the amenities needed for a pleasant and memorable stay.<br /><br />Here you will find all the conveniences such as: supermarkets, shopping centers, restaurants, a bus stop, and Casula train station for easy access to the airport and Sydney city center.",,Private room in home,Private room,1,1,1,1,1,365,5,5,5,5,5,5,FALSE,PID-STRA-67018
1.21475E+18,Room in Darlington,"Welcome to our charming and conveniently located room. Close to public transport, and walking distance from shopping centers and the Sydney CBD. If you're seeking a comfortable and affordable accommodation option with easy access to all the city has to offer, this is the perfect place for you!<br /><br />This room is thoughtfully designed to ensure your comfort during your stay. The room is part of a well-maintained residence, providing a welcoming and convenient environment.","Darlington is a delightful and picturesque suburb located in Sydney. This charming neighborhood is a stone's throw from the bustling Central Business District, offering a unique blend of history and modernity that captures the hearts of all who visit.<br /><br />This suburb has amazing local cafes such as Henry Lee's, and plenty of activities within walking distance, such as Carriageworks Farmers Market, Glebe Markets, Newtown King Street, Broadway Shopping Centre, Sydney CBD, and more.",Private room in home,Private room,1,2,1,1,1,365,5,5,5,5,5,5,FALSE,PID-STRA-66934
1.00815E+18,Queens park Room w/own bathroom,"Light filled, spacious apartment with leafy outdoor. Bonus: you have your own bathroom! Conveniently located, close to Universities. Just a 5min walk to Queens park and a 15min bus ride to the shopping centre and trains in Bondi Junction. The perfect getaway to some of the most famous beaches: Bronte Beach, Clovelly and Gordon's Bay, 23min walk each. The apartment offers comfort and a relaxing lifestyle. There's also a sunny terrace, ideal to sit outside while reading or having a coffee or BBQ.","Queen's Park, in Randwick, is a charming and picturesque neighbourhood nestled in the heart of Sydney's eastern suburbs. This leafy and tranquil area offers a perfect blend of urban convenience and natural beauty. With an excellent public transport location: super easy access to the city center and the beautiful beaches of Bondi, Bronte, Gordon's Bay and Clovelly. <br /><br />The neighbourhood has an inviting community atmosphere, charming local shops, vibrant cafes, and a close-knit community spirit, Queen's Park is a hidden gem within the bustling metropolis, offering a serene urban lifestyle.<br /><br />The neighbourhood's crown jewel is Centennial and Queen's Park, a serene green space that invites leisurely strolls, picnics, and outdoor activities.",Private room in rental unit,Private room,1,1,1,1,2,60,5,5,5,5,5,4.95,TRUE,PID-STRA-58041
9.89457E+17,Clean Place - Fantastic Location - Walk Everywhere,"Clean, bright, fantastic private room with en suite located in the vibrant and popular cosmopolitan suburb Pyrmont with Darling Harbour and CBD at your door (1 minute walk)<br /><br />Plenty of bars, restaurants, cafes, Festivals and life to keep you entertained. Ultra-convenient & within easy walking distance of the central business district, ICC, night life & all tourist sites<br /><br />Busses and Trains close by which will take you to the beaches including Bondi",,Private room in rental unit,Private room,1,1,1,1,4,365,5,5,5,5,5,4.67,FALSE,PID-STRA-56943
8.77277E+17,Bondi Beach exclusive room,Large room in amazing beachside apartment just meters from Australia’s most famous waves!,,Private room in rental unit,Private room,1,1,0,1,3,365,5,4.89,4.89,5,5,5,FALSE,PID-STRA-10306-8
1.12137E+18,Lively Double Room - Nearby Station / Olympic Park,"Seeking an economical room to serve as your hub for exploring Sydney, working, or studying? Whether you're attending a local event or simply require a comfortable place to spend the night, our welcoming guesthouse is an ideal choice! Our beautifully presented room is part of a clean, well-maintained home, conveniently situated just a 2-minute walk away from everything you need.<br /><br />Nearby attractions include:<br />- Sydney Olympic Park (Showground/ANZ Stadium/Qudos Bank Arena)<br />- Auburn Hospital<br />- Botani","Berala is a western suburb of Sydney, in the state of New South Wales, Australia, located 20 kilometres west of the central business district, in the local government area of Cumberland Council.<br />Berala is derived from Bareela, an Aboriginal word for a musk duck. The area was originally swampy and attracted wild birds. When the railway line was being extended from Lidcombe to Regents Park, the names Torrington, Sidmouth and Bareela were considered. The station opened in 1912, the public school in 1924 and the post office in 1927. <br />Close to <br />- ANZ Stadium next to Olympic Park station.<br />- Auburn, Burwood and Bankstown hospital<br />- Parramatta campus | Western Sydney University, <br />- TAFE NSW Lidcombe<br />- Bankstown Flight training center<br />- Sydney Olympic Park: Qudos Bank Arena, Sydney Showground, ANZ Stadium for big events",Private room in home,Private room,1,2,1,1,2,365,5,5,4,5,5,5,TRUE,PID-STRA-25159
4033572,Room with a view,"A ferry ride across Sydney's sparkling harbour or a bus ride just outside the door, you will be in the heart of Sydney in 10mins. The room's bright and spacious, has views, is walking distance from Nth Sydney Station and Neutral Bay restaurants/bars.",,Private room in rental unit,Private room,1,0,1,1,90,1125,5,5,4.75,5,5,4.5,FALSE,
15076582,Couch in our lounge room.,"Welcome to our couch, for those rare occasions we have too many guests!",,Shared room in rental unit,Shared room,1,1,1,1,90,1125,5,5,3.86,5,5,5,FALSE,
1.11107E+18,Large private room,This house is a friendly place with common areas downstairs and rooms upstairs. Minus this one.  We ask for mature respectful people to stay only as we want everyone to feel comfortable and at home. <br /><br />This room is filled with sunlight and is large.,,Private room in home,Private room,1,4,1,0,7,365,5,5,5,5,5,5,FALSE,PID-STRA-52619
8.88174E+17,Surry Hills Prime Location: Room #3,"Hello,<br />Perfect location. You can walk to the city easily and get buses and trains conveniently<br /><br />700m from Central Station<br />500m from Museum Station<br />200m from Oxford St<br />50m from popular cafes<br /><br />Early check-in or late check-out is possible, or at least use of the house until the room is available. Just ask 😊",One of the best spots in Sydney. Great cafes and bars throughout the area. We are across the road from a dog park and an outside gym area,Private room in home,Private room,1,1,1,1,1,365,5,5,4.83,5,5,5,TRUE,PID-STRA-59306
50200142,Elegant vibrant oasis in Rushcutters Bay,"Fully furnished room available in a 3-bedroom apartment.<br />Conveniently located within walking distance of Edgecliff train station, Eastpoint shopping centre, Coles supermarket, Aldi supermarket, and Edgecliff Medical Centre.<br />Easy access to transportation links including taxis, Uber, trains, and buses.<br />Nearby attractions include Rushcutters Bay Park, the Super Centre Tower, and the Darling Bridge Overlook.<br />Double Bay, Rose Bay, and Bondi Beaches are just moments away for leisure and recreation.","Warm, secure, and inclusive community.",Private room in rental unit,Private room,1,1,1,1,90,240,5,5,5,5,5,5,TRUE,
1.09254E+18,Room in Enmore + laundry,"This is a quiet space that is minutes walk to pubs, bars, restaurants, buses and rail.",,Private room in home,Private room,1,1,1,1,1,365,5,5,5,5,5,4.5,FALSE,PID-STRA-63673
33495089,"Quiet, cosy and comfortable..Room 1","This is an older style house, rooms are very comfortable. We are situated in a quiet area with good access to buses and trains.",,Private room in home,Private room,1,1,1,1,3,1125,5,5,5,5,4.83,5,FALSE,Exempt
1.10989E+18,Master bedroom & with bathroom,"Spacious, bright master bedroom in a quiet & leafy  area.<br />Newly furnished, plush new carpeting.<br />20 minutes from the airport. Public transport at the door step.<br />40 minutes from the centre of Sydney.<br />There is a selection of coastal golf courses just a minutes away",,Private room in rental unit,Private room,1,1,0,1,7,365,5,5,4.5,5,4.5,5,FALSE,PID-STRA-64546
9936406,The MascoT Home - Bedroom 3,"Located 20 minutes drive from the Sydney CBD, 10 minutes from the airport and 10 minutes from Sydney beaches, this fully furnished share house is great for a stop over or a long stay. You will be staying in this nicely decorated corner block home with myself and other friendly housemates who are happy to keep you company or leave you in your own privacy. All facilities are free to use by our guests.",Really nice family oriented neighbourhood. The neighbours usually organises a council funded day of cricket where they block off the street and everyone has bbq on Christmas day.,Private room in home,Private room,1,2,1,1,90,1125,5,5,4.5,5,5,4.5,FALSE,
39932671,Enjoy your Christmas in Sydney,A cozy place for holiday with excellent location！<br />There is also a balcony surrounded by trees & plants. Enjoy your everyday here,A restaurant listed in Top20 Sydney café,Private room in townhouse,Private room,1,1,1,1,90,1125,5,5,5,5,5,5,FALSE,
1.07351E+18,Modern Spacious Bayside Home,"Spacious modern house in quiet yet convenient waterside suburb, with great cafes and local grocery/deli. Close to bus stop to the city (25min) or fast ferry to Circular Quay,  Barangaroo or Sydney Olympic Park which is close to Accor Stadium. Quiet street with large manicured backyard.<br /><br />We can accommodate upto 3 guests at one time in 2 bedrooms, one has a queen bed, one has a King Single bed. If both rooms are required for 2 persons booking, there will be additional $50 per night.",,Private room in home,Private room,1,,2,,1,30,5,5,5,5,5,5,FALSE,PID-STRA-62986
1.17594E+18,Brand New Studio in Surry Hills,"Our boutique self-contained studio is right on the doorstep of the best Surry Hills cafes and restaurants and a moments walk from Central Station. It is newly renovated with all the essentials you need for a comfortable stay. Enjoy the brand new bathroom and kitchenette, which has everything you need to make some light meals or snacks. There is a washing machine for laundry, brand new mattress and a sunny balcony to enjoy a cup of tea or coffee.",,Entire rental unit,Entire home/apt,1,1,0,1,1,365,5,5,4.96,5,5,4.92,FALSE,PID-STRA-53233
8.21468E+17,Double bed in Shared Spacious 2 Bedroom Apartment,"Our apartment is peaceful, spacious and super close to Maroubra beach. The place would be shared with myself my partner and our dog daisy who is a 2 year old German short haired pointer <br /><br />The apartment is 5 minute walk from shops and only 3 minute drive to Maroubra beach. The apartment has bus stations only minutes away and buses that route straight to Sydney City. Sydney domestic airport is only 10 minutes drive also. <br /><br />Our apartment is nice and central location for a stay in Sydney.",,Private room in rental unit,Private room,1,1,2,1,2,60,5,5,5,5,5,4.9,FALSE,PID-STRA-48366
1.09303E+18,"Comfy, leafy Kirrawee in Sth Syd 6km to Cronulla","Relax in this calm, stylish space, in a tree-lined area of the Sutherland Shire. We are approximately 2 kilometres to the Gymea, Kirrawee or Sutherland railway Station, and have close access to Princes Hwy if you are driving.<br />Enjoy your short stay in our single guest room, in a new duplex. You can share the kitchen and lounge room with the hosts. There is off-street parking if you have a car.",Lovely safe area in the south of Sydney. Not far from beach and National Park.,Private room in townhouse,Private room,1,0.5,1,1,2,5,5,5,5,4.89,5,5,FALSE,PID-STRA-63806
34133263,A quiet & cozy room is pleasant to spend time in.,,,Private room in earthen home,Private room,1,1,1,1,90,1125,5,5,5,5,5,5,FALSE,
8.29993E+17,Elegant attic room in Darlington with leafy view,"Architecturally redesigned, 3 bedroom terrace, in Darlington. There is lots of natural light, polished timber floors, high quality fixtures and some retro style going on. <br /><br />The room is compact & set up for a traveller. Despite being so close to the city, there is bird song in the mornings. <br /><br />The house is an environmentally responsible abode with solar hot water, efficient appliances and runs on green power. Cafes, bars, shops and public transport are within a short stroll.","Darlington is a vibrant neighbourhood right on the edge of the city with great coffee and a sense of community. It it the smallest suburb in Sydney and the heart of Sydney University. We are right in the middle of Sydney’s hippest areas: Newtown, Glebe, Redfern, Chippendale & Surry Hills. There are cafes, bars, pubs, art galleries, performance spaces, parks and weekend markets. The house and surroundings are quiet at night.",Private room in home,Private room,1,1.5,1,1,4,42,5,4.97,5,5,4.97,4.97,FALSE,PID-STRA-48811
36013802,Sunny designer apartment with balcony + water view,"Beautiful water views, close to the CBD with great public transport and fully furnished!<br /><br />Note COVID-19:-<br />Your host takes the precautions recommended and updated and welcomes responsible guests who agree to adopt the safe practices posted in the apartment for mutual ongoing safety. <br /><br />In your reservation enquiry, please confirm that you are not undertaking 'self-isolation'. This property has shared facilities including the bathroom and kitchen and is therefore not suitable for 'self-isolating'.","This apartment is in the trendy lower north shore area of Sydney so there are abundant restaurants, cafes, a cinema and so much more all within a few minutes walk.",Private room in condo,Private room,1,1,1,1,90,250,5,5,5,5,5,4.93,FALSE,
40897127,Enjoy Peace & Comfort Bexley Sydney,Quite safe cleanwith indoor outdoor sitting areas full kitchen with Dishwasher external loundryl table free parking iprefer peacefull clean housemates who works or study <br />supa fast nbn Wi-fi priced for small room [last picture bigger rooms can be negotiated around $5 to $10 extra also couples wellcome extra $10 a day also extra bed available<br />if needed  parking is fre loundry washing machine free as well,,Private room in home,Private room,1,2,1,2,111,112,5,5,3,5,5,4,TRUE,
7.19858E+17,Bright and private guest room,"Upstairs comfortable  bedroom with inclusions as photos, clean and tidy, smoke free. We supply towels and linen. Iron ,blow dryer upon request.  Kitchen and lounge area. Free Wi-fi. Relax with the whole family at this peaceful place to stay.",,Private room in casa particular,Private room,1,,,,1,365,5,5,5,5,5,5,FALSE,Exempt
1.21116E+18,Standard Queen Room - Conveniently Located,"Are you on the lookout for an affordable room during your Sydney visits? Look no further than our boutique-designed guesthouse! <br /><br />Conveniently situated in Glenfield, just minutes away from public transport and a short walk from the vibrant main street. There, you'll discover an array of shops catering to your daily needs, including local restaurants, cafes, supermarkets, florists, and newsagents. <br /><br />Our accommodations offer both comfort and accessibility, perfect for various types of trips.","Glenfield is a suburb of Sydney, in the state of New South Wales, Australia. It is located south-west of Sydney in the local government areas of the City of Campbelltown and is part of the Macarthur region.<br />Glenfield was named after a property with the same name in Leicestershire, England by early colonial surgeon and explorer, Charles Throsby. Many of the streets in the suburb have links to British names, such as Canterbury Road, Cambridge Avenue and Trafalgar Street.",Private room in home,Private room,1,1,1,1,3,89,5,5,5,5,5,5,TRUE,PID-STRA-61976
19250621,Bedroom by the Beach,"My newly renovated 2 bedroom appartement is a little gem in Bondi! Wooden floorboard, open kitchen, full of lights and great vibes. It is located in a quiet leafy street, 2 minutes from the beach, the iconic Icebergs swimming pool, bus stops and the heart of Bondi with all its cool cafes, shops and restaurants. You will be sharing the apartment with my lovely Dutch flatmate.",,Private room in rental unit,Private room,1,1,1,1,90,1125,5,5,5,5,5,5,FALSE,
40189190,Friendly family,"Very close to train station (400 meters).  It takes me 8 minutes to walk to the station . We are located 13 km from the city , you can easily catch a train to the city .train ride from carlton station to central station is 22 minutes and 25 minutes  to town hall  . We don’t smoke and we don’t drink alcohol. , we know Sydney very well so we can help you and guide you. We are originally from Lebanon , we speak fluent English and Arabic .",,Private room in home,Private room,1,1.5,1,0,90,1125,5,5,4,5,5,5,FALSE,
9.51607E+17,Beachside apartment at the Bower,The closest apartment to the ocean in Manly in the beautiful cabbage tree bay. 5 min walk into Manly (shops and restaurants) and 5 mins walk to Shelly beach. It’s just a 10 min walk to the ferry which takes you directly to Sydney Harbour.,,Entire rental unit,Entire home/apt,1,,1,,10,30,5,5,5,5,5,5,FALSE,PID-STRA-54877
8.98726E+17,Double Room in Stylish Warehouse Conversion & Pool,"Close to airport and city - perfect for work trips /events / gigs: Factory Theatre, Enmore Theatre, Enmore Rd, Newtown, Marrickville. <br />Natural light/wood floors/high ceilings/lovely indoor plants<br />Gym/sun deck/pool in complex - best Marrickville summers<br />Double glazed windows <br />Free street parking <br />Public transport - bus on Victoria St/Addison Rd, walk or buses to Sydenham / Stanmore or Newtown Station<br />Air conditioned/heat<br />Room incl- double bed, new mattress, drawers, built in robe, desk available",,Private room in rental unit,Private room,1,1,1,1,90,90,5,5,4.95,4.9,5,4.71,FALSE,PID-STRA-52422
3534220,Modern Apartment,I have recently bought new furniture to go with this large apartment. It is located in a popular secure complex and is an ultra-convenient address within a short stroll to all amenities.  ,,Private room in rental unit,Private room,1,1,1,1,90,1125,5,5,5,5,5,5,FALSE,
7.72267E+17,Sunny Private Bedroom close to CBD,"Private double bedroom and share bathroom in a 3 bedroom Apartment. This quiet apartment has nice City skyline views, close to CBD and Public Transport, train and buses. <br /><br />You’ll share this apartment with the two hosts and another guest. You’ll share the bathroom with another guest.",,Private room in rental unit,Private room,1,1,1,1,3,60,5,5,5,5,5,4.9,TRUE,PID-STRA-67661
6.27959E+17,Tranquil Retreat: Cozy Private Room,"Welcome to our private room in Blacktown!<br /><br />This cozy space is perfect for 1 person. Enjoy a comfortable stay with all the amenities you need. <br /><br />Book now for a relaxing experience!"" 🌟",,Private room in home,Private room,1,1,1,1,2,365,5,5,5,5,5,4.82,FALSE,PID-STRA-33744
13180227,Magnificent Holiday Apartment - Week minimum,"Holiday opportunity of a lifetime. Travel to Circular Quay, CBD & catch the Darling Point ferry a 5 minute walk through the beautiful McKell Park; a stunning way to travel.  Overlook Double Bay, walk to Elizabeth Bay & Rushcutters Bay. Bus 328 at your door to Bondi Junction and Edgecliff station, a train into the city (2 or 3 stops). Neat, modern ambience, 'Zen' style,fashionably decorated. A calm, tranquil ambience. Highly secured building in prestigious suburb.Modern laundry. Street Parking.",Stunning trees and tranquil area.  Surrounded by the harbour.  Prestigious suburb and is well known as one of the most highly respected areas in Sydney.,Private room in rental unit,Private room,1,1,1,1,90,90,5,5,5,4,4,4,FALSE,
6.80917E+17,Huge and cosy bedroom,"You’ll be charmed by this adorable place to stay.Very big bedroom in quiet townhouse complex .You can get access to the kitchen, washing machine and dryer.Shared shower and living space .I queen bed and could accomodate 1 or 2 people.",,Private room in bed and breakfast,Private room,1,1,1,1,90,365,5,4.96,4.88,5,4.96,4.92,FALSE,PID-STRA-25758
36714990,"Clean, Bright Suburban Apartment with Valley Views","Overlook a leafy suburban valley from our 2 bedroom apartment, close to public transport to Sydney CBD.",The Greek coffee shop around the corner sells the greatest pastries!!,Private room in rental unit,Private room,1,1,1,1,90,1125,5,5,5,5,5,5,FALSE,
45209709,Modern 2 bedroom oasis in the heart of Camperdown,"Modern 2 bedroom apartment in the heart of Camperdown, a 2 minute walk to trains, buses, all amenities, , it's a stroll to Sydney Uni, RPA Hospital, Sydney Fish Market, Broadway Shopping Centre and local park for those lazy sunny afternoons.<br /><br />Placed at the rear of the DNA complex, a wonderfully spacious sanctuary, light soaked indoor/outdoor entertaining.<br /><br />The ground level layout spills out to a timber decked courtyards and has private dual access. l and the village precincts of Glebe/Annandale.",,Private room in rental unit,Private room,1,1,1,1,90,200,5,5,5,5,4.67,4.67,FALSE,
30595509,Randwick Room,"Welcome to the eastern suburbs of beautiful Sydney! You will be situated in the equine historic Randwick, where century old mansions line the famous Alison Road directly across from the legendary racecourse. Randwick is the humble yet exclusive crossroads to the eastern suburbs beaches of Coogee, Clovelly, Bronte & Bondi, neighbouring Centennial Park and the gateway to the CBD of Sydney. It’s a quiet place within minutes of every type of cuisine & conveniences a traveller must have.","Randwick racecourse, centennial park, Coogee beach, The spot at Randwick, Entertainment quarter/ Fox Studios, University of technology Sydney, university NSW, Hordern Pavilion, Sydney cricket ground, sydney football stadium, Paddington, Oxford street, Darlinghurst, Coogee to bondi coastal walk, Prince of Wales hospital.",Private room in rental unit,Private room,1,,,,90,1125,5,5,4.83,4.83,4.83,4.5,FALSE,
1.21995E+18,Peace Vibes Cottage,"Take it easy at our unique and tranquil getaway, with relaxing views and a cozy vibe that’s perfect for unwinding. Whether you're here for work or play, our place is in a great spot—just minutes from Parramatta and super close to Westmead Children's Hospital. It's ideal for both work trips and relaxing escapes. We take pride in making our space feel like a home away from home, so you can enjoy a peaceful, comfortable stay. We'd love to have you—come make great memories with us!",,Private room in home,Private room,1,1,1,1,2,14,5,5,5,5,5,5,FALSE,PID-STRA-69222
7.49857E+17,Shared house: no bookings available for 2023.,No reservations are available for 2023.  Shared house at Ramsgate Beach with individual double bedroom for guest.,"Restaurants, cafes and take-away food shops are within a 2 block walk.  Beachfront is within 1 km walk or drive where there are more cafes, take-away shops a supermarket and an RSL Club.",Private room in home,Private room,1,1,1,1,90,365,5,5,5,5,5,5,FALSE,PID-STRA-43226
8.15589E+17,"Private Guest Suite in Castle Cove, Sydney, NSW",Independent guest suite with ensuite bathroom and separate toilet.,Surrounded by a beautiful Reserve bordering along a water inlet with spectacular walks to enjoy and a Historical  Castle after which the suburb is named.,Private room in guest suite,Private room,1,1,1,1,2,1125,5,5,5,5,5,4.9,FALSE,PID-STRA-48042
45350358,Classic Art Deco Garden Apartment at Kingsford,"* Private room is available in Classic Art Deco Kenya Court Semi-Style Double Brick Garden Apartment in the small block of four units.<br />* Total 2 high ceiling sunny bedrooms plus study with one bathroom.<br />* 5 min walking to UNSW and 10 min walking to POWH, close to public transport and local amenities, single bus ride to eastern suburb beaches, CBD, airport, and USYD etc, bearing mind that the Tram (light Rail) is already in operation.<br />* Free fast NBN WIFI Internet access at 89.21/35.93 MBPS.",,Private room in rental unit,Private room,1,1,3,4,90,1125,5,5,5,5,5,5,FALSE,
52842574,"Comfy St Ives Home with Pool, WiFi +coffee machine","Our place is in a quiet cul-de-sac in the leafy suburb of St Ives. We have free wifi and an awesome Italian coffee machine for your use! Our place is just 5 mins' drive (or 15 mins' stroll) to the St Ives Shopping Village which has Coles, Woolworths, Harris Farm, banks, post office, chemist, the St Ives library, cafes, restaurants and other retail shops. There are many parks, playgrounds and nature reserves / bush walks in St Ives. We hope you enjoy your stay with us!","St Ives is a family friendly, leafy neighbourhood. There are many parks, playgrounds, nature reserves with walking trails in the area. There are also many amenities (St Ives Village shopping centre, buses to the city or Gordon station, restaurants and eateries) conveniently located in various spots within St Ives.",Private room in guest suite,Private room,1,1,1,1,2,28,5,4.86,4.86,4.86,4.86,5,FALSE,PID-STRA-13773
